Okres,Obec,0-14_let_celkem,0-14_let_muzi,0-14_let_zeny,15-64_let_celkem,15-64_let_muzi,15-64_let_zeny,65+_let_celkem,65+_let_muzi,65+_let_zeny,Prumerny_vek_celkem,Prumerny_vek_muzi,Prumerny_vek_zeny,Index_stari
Okres Nový Jičín,Petřvald,15.67505721,15.96736597,15.39325843,61.15560641,64.21911422,58.20224719,23.16933638,19.81351981,26.40449438,44.57322654,43.497669,45.61011236,147.810219
Okres Nový Jičín,Příbor,15.42540371,16.23202535,14.63647199,62.31622078,65.22057031,59.47556615,22.25837551,18.54740434,25.88796186,43.78958785,41.85681209,45.67997616,144.296875
Okres Nový Jičín,Pustějov,13.49446123,15.99190283,11.02204409,63.8469285,65.18218623,62.5250501,22.65861027,18.82591093,26.45290581,44.90584089,42.08704453,47.69639279,167.9104478
Okres Nový Jičín,Rybí,15.93973037,14.65378422,17.1875,62.17287867,65.2173913,59.21875,21.88739096,20.12882448,23.59375,43.06938937,42.42914654,43.690625,137.3134328
Okres Nový Jičín,Sedlnice,20.50163577,20.66298343,20.3444564,63.9040349,65.3038674,62.54036598,15.59432933,14.03314917,17.11517761,39.45474373,39.06353591,39.83584499,76.06382979
Okres Nový Jičín,Skotnice,19.24829157,20.1814059,18.30663616,64.23690205,65.30612245,63.15789474,16.51480638,14.51247166,18.53546911,40.55808656,39.69954649,41.42448513,85.79881657
Okres Nový Jičín,Slatina,17.82945736,15.70680628,19.89795918,62.14470284,64.92146597,59.43877551,20.02583979,19.37172775,20.66326531,42.5245478,42.62565445,42.42602041,112.3188406
Okres Nový Jičín,Spálov,18.06020067,18.77729258,17.31207289,61.98439242,64.41048035,59.45330296,19.95540691,16.81222707,23.23462415,42.17558528,41.44759825,42.93507973,110.4938272
Okres Nový Jičín,Starý Jičín,16.90659525,17.95561533,15.86666667,64.61332441,65.97175521,63.26666667,18.48008035,16.07262946,20.86666667,41.78858386,40.63046402,42.93666667,109.3069307
Okres Nový Jičín,Studénka,15.24403354,15.6112577,14.89272192,62.35218233,65.30343008,59.52881784,22.40378413,19.08531223,25.57846024,43.89851645,42.37576957,45.35527976,146.9675599
Okres Nový Jičín,Suchdol nad Odrou,18,17.63456091,18.35883171,63.36842105,66.00566572,60.77885953,18.63157895,16.35977337,20.86230876,40.98385965,40.3427762,41.61335188,103.5087719
Okres Nový Jičín,Šenov u Nového Jičína,14.19664269,14.72081218,13.72727273,63.54916067,65.88832487,61.45454545,22.25419664,19.39086294,24.81818182,43.73213429,42.40253807,44.92272727,156.7567568
Okres Nový Jičín,Štramberk,15.85014409,16.57940663,15.13420902,60.57636888,63.46713205,57.73843518,23.57348703,19.95346131,27.1273558,44.00979827,42.48022106,45.51142204,148.7272727
Okres Nový Jičín,Tichá,19.73161034,21.07892108,18.39762611,61.97813121,62.23776224,61.72106825,18.29025845,16.68331668,19.88130564,40.28976143,39.3951049,41.17556874,92.69521411
Okres Nový Jičín,Tísek,17.11065574,17.5,16.73387097,64.54918033,66.66666667,62.5,18.34016393,15.83333333,20.76612903,41.31454918,40.84791667,41.76612903,107.1856287
Okres Nový Jičín,Trnávka,16.66666667,16.49746193,16.84210526,63.56589147,66.75126904,60.26315789,19.76744186,16.75126904,22.89473684,42.57105943,41.0177665,44.18157895,118.6046512
Okres Nový Jičín,Trojanovice,18.12907904,18.35535977,17.90830946,62.7991298,64.68428781,60.95988539,19.07179115,16.96035242,21.13180516,41.72552574,40.5917768,42.83166189,105.2
Okres Nový Jičín,Velké Albrechtice,15.71792693,16.32302405,15.12605042,67.45964316,70.27491409,64.70588235,16.82242991,13.40206186,20.16806723,41.71920136,40.87285223,42.54705882,107.027027
Okres Nový Jičín,Veřovice,15.77350859,16.5,15.03067485,64.6107179,66.6,62.57668712,19.61577351,16.9,22.39263804,42.80839232,41.597,44.04703476,124.3589744
Okres Nový Jičín,Vražné,16.24850657,17.71561772,14.70588235,64.51612903,65.5011655,63.48039216,19.2353644,16.78321678,21.81372549,41.98864994,40.8030303,43.23529412,118.3823529
Okres Nový Jičín,Vrchy,16,13.51351351,18.42105263,66.66666667,71.17117117,62.28070175,17.33333333,15.31531532,19.29824561,42.00222222,42.93243243,41.09649123,108.3333333
Okres Nový Jičín,Závišice,19.20757967,19.53255426,18.86120996,65.20241171,65.94323873,64.41281139,15.59000861,14.52420701,16.72597865,40.34323859,39.8572621,40.86120996,81.16591928
Okres Nový Jičín,Ženklava,18.57265692,18.0385289,19.08783784,65.60619089,68.65148862,62.66891892,15.82115219,13.30998249,18.24324324,40.22141015,39.36690018,41.04560811,85.18518519
Okres Nový Jičín,Životice u Nového Jičína,19.27710843,15.33742331,23.07692308,61.89759036,67.17791411,56.80473373,18.8253012,17.48466258,20.1183432,41.28915663,41.92638037,40.67455621,97.65625
Okres Trutnov,Batňovice,14.05063291,13.87559809,14.24731183,64.81012658,68.42105263,60.75268817,21.13924051,17.70334928,25,43.65696203,41.88277512,45.65053763,150.4504505
Okres Trutnov,Bernartice,16.77777778,16.81222707,16.74208145,65.22222222,67.2489083,63.12217195,18,15.93886463,20.13574661,41.71666667,41.1069869,42.34841629,107.2847682
Okres Trutnov,Bílá Třemešná,16.03221083,17.90830946,14.07185629,61.56661786,62.60744986,60.47904192,22.4011713,19.48424069,25.4491018,43.59809663,41.42550143,45.86826347,139.7260274
Okres Trutnov,Bílé Poličany,16.16766467,16.66666667,15.73033708,60.47904192,58.97435897,61.79775281,23.35329341,24.35897436,22.47191011,43.26646707,42.69230769,43.76966292,144.4444444
Okres Trutnov,Borovnice,13.82113821,14.97584541,12.34567901,62.60162602,65.2173913,59.25925926,23.57723577,19.80676329,28.39506173,45.25880759,43.12801932,47.98148148,170.5882353
Okres Trutnov,Borovnička,12.27272727,12.17391304,12.38095238,70,70.43478261,69.52380952,17.72727273,17.39130435,18.0952381,42.59545455,42.45652174,42.74761905,144.4444444
Okres Trutnov,Čermná,14.14868106,12.01923077,16.26794258,67.86570743,74.03846154,61.72248804,17.98561151,13.94230769,22.00956938,41.92206235,41.03846154,42.80143541,127.1186441
Okres Trutnov,Černý Důl,13.69047619,11.46131805,16.09907121,63.98809524,68.48137536,59.13312693,22.32142857,20.05730659,24.76780186,44.61011905,44.32808023,44.91486068,163.0434783
Okres Trutnov,Dolní Branná,15.90688652,16.41221374,15.38461538,63.82153249,65.45801527,62.13017751,20.27158099,18.12977099,22.4852071,43.19447139,42.33015267,44.0877712,127.4390244
Okres Trutnov,Dolní Brusnice,14.09574468,15.19607843,12.79069767,66.75531915,68.62745098,64.53488372,19.14893617,16.17647059,22.6744186,43.49202128,41.85784314,45.43023256,135.8490566
Okres Trutnov,Dolní Dvůr,15.29411765,14.84375,15.7480315,66.66666667,68.75,64.56692913,18.03921569,16.40625,19.68503937,43.71568627,43.1875,44.2480315,117.9487179
Okres Trutnov,Dolní Kalná,14.90593343,17.52873563,12.24489796,66.28075253,66.95402299,65.59766764,18.81331404,15.51724138,22.1574344,42.61143271,40.79022989,44.45918367,126.2135922
Okres Trutnov,Dolní Lánov,16.74757282,15.82914573,17.6056338,64.0776699,66.08040201,62.20657277,19.17475728,18.09045226,20.18779343,41.93567961,41.33417085,42.49765258,114.4927536
Okres Trutnov,Dolní Olešnice,12.6344086,11.64021164,13.66120219,63.70967742,65.07936508,62.29508197,23.65591398,23.28042328,24.04371585,43.7016129,43.61640212,43.78961749,187.2340426
Okres Trutnov,Doubravice,16.75257732,15.8974359,17.61658031,58.7628866,60.51282051,56.99481865,24.48453608,23.58974359,25.38860104,44.22938144,44.04358974,44.41709845,146.1538462
Okres Trutnov,Dubenec,17.05539359,17.6119403,16.52421652,64.13994169,65.37313433,62.96296296,18.80466472,17.01492537,20.51282051,41.86005831,41.21641791,42.47435897,110.2564103
Okres Trutnov,Dvůr Králové nad Labem,13.23586999,14.00511234,12.51109139,60.86672758,63.50060541,58.38509317,25.89740243,22.49428225,29.10381544,45.8196058,44.05186331,47.48516922,195.6607495
Okres Trutnov,Hajnice,13.30868762,12.05673759,14.67181467,67.09796673,72.16312057,61.58301158,19.59334566,15.78014184,23.74517375,43.40203327,43.14184397,43.68532819,147.2222222
Okres Trutnov,Havlovice,16.79841897,18.78669276,14.77045908,62.64822134,62.6223092,62.6746507,20.55335968,18.59099804,22.55489022,41.87055336,40.49021526,43.27844311,122.3529412
Okres Trutnov,Horní Brusnice,13.19910515,15.70247934,10.24390244,61.74496644,60.33057851,63.41463415,25.05592841,23.96694215,26.34146341,46.28970917,44.63636364,48.24146341,189.8305085
Okres Trutnov,Horní Kalná,19.57104558,21.73913043,17.46031746,59.78552279,62.5,57.14285714,20.64343164,15.76086957,25.3968254,41.42761394,38.66847826,44.11375661,105.4794521
Okres Trutnov,Horní Maršov,14.59459459,14.07249467,15.13157895,63.67567568,67.37739872,59.86842105,21.72972973,18.55010661,25,44.8827027,43.71108742,46.0877193,148.8888889
Okres Trutnov,Horní Olešnice,15.30944625,10.55900621,20.54794521,65.7980456,74.53416149,56.16438356,18.89250814,14.9068323,23.28767123,43.69543974,44.30745342,43.02054795,123.4042553
Okres Trutnov,Hostinné,13.37027222,14.20059583,12.58773982,61.88870152,65.39225422,58.58680393,24.74102626,20.40714995,28.82545625,45.29980728,43.56206554,46.93752925,185.045045
Okres Trutnov,Hřibojedy,23.5042735,22.32142857,24.59016393,57.26495726,59.82142857,54.91803279,19.23076923,17.85714286,20.49180328,40.12393162,40.52678571,39.75409836,81.81818182
Okres Trutnov,Chotěvice,15.86073501,16.09848485,15.61264822,63.44294004,66.28787879,60.4743083,20.69632495,17.61363636,23.91304348,42.44584139,41.00757576,43.94664032,130.4878049
Okres Trutnov,Choustníkovo Hradiště,13.07086614,13.29113924,12.85266458,63.93700787,65.82278481,62.06896552,22.99212598,20.88607595,25.07836991,45.16614173,44.08227848,46.23981191,175.9036145
Okres Trutnov,Chvaleč,12.12121212,11.76470588,12.5,67.7830941,70.27863777,65.13157895,20.09569378,17.95665635,22.36842105,44.30861244,43.35448916,45.32236842,165.7894737
Okres Trutnov,Janské Lázně,10.63829787,10,11.2804878,63.82978723,66.36363636,61.2804878,25.53191489,23.63636364,27.43902439,47.15349544,45.62424242,48.69207317,240
Okres Trutnov,Jívka,15.48599671,16.98113208,13.84083045,62.9324547,63.20754717,62.62975779,21.5815486,19.81132075,23.52941176,43.66803954,43.03144654,44.36851211,139.3617021
Okres Trutnov,Klášterská Lhota,16.4556962,13.51351351,19.04761905,62.44725738,69.36936937,56.34920635,21.09704641,17.11711712,24.6031746,43.52109705,43.04954955,43.93650794,128.2051282
Okres Trutnov,Kocbeře,15.99229287,16.23616236,15.72580645,62.23506744,64.20664207,60.08064516,21.77263969,19.55719557,24.19354839,43.03949904,41.89483395,44.29032258,136.1445783
Okres Trutnov,Kohoutov,14.14473684,12.65822785,15.75342466,62.5,65.82278481,58.90410959,23.35526316,21.51898734,25.34246575,45.10197368,44.58227848,45.66438356,165.1162791
Okres Trutnov,Královec,10.81081081,7.368421053,14.44444444,64.32432432,70.52631579,57.77777778,24.86486486,22.10526316,27.77777778,46.17027027,46.58421053,45.73333333,230
Okres Trutnov,Kuks,14.453125,16.27906977,12.5984252,64.84375,68.21705426,61.41732283,20.703125,15.50387597,25.98425197,44.37109375,43.04263566,45.72047244,143.2432432
Okres Trutnov,Kunčice nad Labem,17.5170068,19.40789474,15.49295775,63.26530612,64.14473684,62.32394366,19.21768707,16.44736842,22.18309859,41.94727891,40.71710526,43.26408451,109.7087379
Okres Trutnov,Lampertice,11.33144476,14.12429379,8.522727273,68.83852691,69.49152542,68.18181818,19.83002833,16.38418079,23.29545455,45.99858357,43.88983051,48.11931818,175
Okres Trutnov,Lánov,15.93068753,17.60797342,14.22121896,64.72889883,64.89479513,64.55981941,19.34041364,17.49723145,21.21896163,42.28703186,41.10022148,43.496614,121.4035088
Okres Trutnov,Lanžov,14.74654378,14.81481481,14.67889908,59.9078341,62.03703704,57.79816514,25.34562212,23.14814815,27.52293578,44.80414747,44.14814815,45.45412844,171.875
Okres Trutnov,Libňatov,17.34939759,20.657277,13.86138614,59.75903614,59.62441315,59.9009901,22.89156627,19.71830986,26.23762376,42.94096386,40.50938967,45.5049505,131.9444444
Okres Trutnov,Libotov,14.53488372,18.94736842,9.090909091,59.88372093,60,59.74025974,25.58139535,21.05263158,31.16883117,44.27906977,41.13157895,48.16233766,176
Okres Trutnov,Litíč,20.83333333,21.78217822,19.78021978,60.41666667,61.38613861,59.34065934,18.75,16.83168317,20.87912088,41.0625,40.13366337,42.09340659,90
Okres Trutnov,Malá Úpa,20.38216561,19.78021978,21.21212121,69.42675159,68.13186813,71.21212121,10.1910828,12.08791209,7.575757576,39.07961783,40.5,37.12121212,50
Okres Trutnov,Malé Svatoňovice,15.91478697,18.04511278,13.78446115,63.47117794,63.90977444,63.03258145,20.61403509,18.04511278,23.18295739,43.29072682,41.49498747,45.08646617,129.5275591
Okres Trutnov,Maršov u Úpice,16.7539267,13.68421053,19.79166667,59.16230366,64.21052632,54.16666667,24.08376963,22.10526316,26.04166667,43.67801047,43.86842105,43.48958333,143.75
Okres Trutnov,Mladé Buky,15.47879318,15.32467532,15.6360424,65.50065588,68.13852814,62.80918728,19.02055094,16.53679654,21.55477032,42.47595103,41.09307359,43.8869258,122.8813559
Okres Trutnov,Mostek,14.30976431,16.25615764,12.26252159,58.41750842,62.23316913,54.40414508,27.27272727,21.51067323,33.33333333,45.99494949,43.32430213,48.80397237,190.5882353
Okres Trutnov,Nemojov,18.82494005,18.75,18.90547264,64.14868106,65.27777778,62.93532338,17.0263789,15.97222222,18.15920398,40.29016787,39.71990741,40.90298507,90.44585987
Okres Trutnov,Pec pod Sněžkou,14.42857143,16.75675676,11.81818182,67,63.24324324,71.21212121,18.57142857,20,16.96969697,43.16857143,42.87567568,43.4969697,128.7128713
Okres Trutnov,Pilníkov,14.86042693,14.47587354,15.2350081,64.36781609,66.88851913,61.91247974,20.77175698,18.63560732,22.85251216,43.36288998,42.28202995,44.41572123,139.7790055
Okres Trutnov,Prosečné,17.31748727,17.40614334,17.22972973,63.83701188,66.55290102,61.14864865,18.84550085,16.04095563,21.62162162,41.66808149,41.56825939,41.76689189,108.8235294
Okres Trutnov,Radvanice,13.98527865,16.52173913,11.6089613,65.29968454,68.26086957,62.52545825,20.7150368,15.2173913,25.86558045,43.47371188,40.94130435,45.84623218,148.1203008
Okres Trutnov,Rtyně v Podkrkonoší,15.01049685,16.16932686,13.83203952,59.83205038,61.69326856,57.9393084,25.15745276,22.13740458,28.22865208,45.19419174,43.42505205,46.9932957,167.5990676
Okres Trutnov,Rudník,13.22272499,12.83316881,13.62704918,63.75062846,68.11451135,59.22131148,23.02664656,19.05231984,27.15163934,44.81372549,42.95804541,46.7397541,174.1444867
Okres Trutnov,Stanovice,17.24137931,7.407407407,25.80645161,51.72413793,59.25925926,45.16129032,31.03448276,33.33333333,29.03225806,44.79310345,51.31481481,39.11290323,180
Okres Trutnov,Staré Buky,16.31736527,17.97101449,14.55108359,63.92215569,65.79710145,61.91950464,19.76047904,16.23188406,23.52941176,42.66616766,40.81014493,44.64860681,121.1009174
Okres Trutnov,Strážné,13.0044843,17.54385965,8.256880734,67.71300448,66.66666667,68.80733945,19.28251121,15.78947368,22.93577982,42.60762332,41,44.28899083,148.2758621
Okres Trutnov,Suchovršice,16.0326087,16.21621622,15.84699454,61.41304348,60.54054054,62.29508197,22.55434783,23.24324324,21.8579235,43.45380435,43.1,43.81147541,140.6779661
Okres Trutnov,Svoboda nad Úpou,14.04407996,15.71729958,12.46261216,58.84161968,60.75949367,57.02891326,27.11430036,23.52320675,30.50847458,45.86955407,44.31223629,47.34147557,193.0656934
Okres Trutnov,Špindlerův Mlýn,12.67605634,12.7340824,12.62458472,68.57394366,69.85018727,67.44186047,18.75,17.41573034,19.93355482,43.33626761,42.71348315,43.88870432,147.9166667
Okres Trutnov,Trotina,20,16,24.44444444,65.26315789,70,60,14.73684211,14,15.55555556,38.16315789,37.38,39.03333333,73.68421053
Okres Trutnov,Trutnov,14.17232411,14.88082757,13.50980392,62.85000169,65.9257706,59.97385621,22.9776742,19.19340183,26.51633987,44.50743068,42.56689033,46.32202614,162.1306006
Okres Trutnov,Třebihošť,17.82608696,17.29957806,18.38565022,60.65217391,62.86919831,58.29596413,21.52173913,19.83122363,23.31838565,42.83043478,42.65611814,43.01569507,120.7317073
Okres Trutnov,Úpice,14.59251101,15.21072797,14.02396054,60.46255507,63.83141762,57.36434109,24.94493392,20.95785441,28.61169838,44.86270191,42.93563218,46.63495419,170.9433962
Okres Trutnov,Velké Svatoňovice,15.84875302,15.51724138,16.19834711,63.31456154,66.14420063,60.33057851,20.83668544,18.33855799,23.47107438,44.01005632,42.94200627,45.13636364,131.4720812
Okres Trutnov,Velký Vřešťov,17.1875,13.07692308,21.42857143,62.5,67.69230769,57.14285714,20.3125,19.23076923,21.42857143,42.625,42.66923077,42.57936508,118.1818182
Okres Trutnov,Vilantice,14.35643564,13.08411215,15.78947368,64.35643564,68.22429907,60,21.28712871,18.69158879,24.21052632,42.82673267,41.55607477,44.25789474,148.2758621
Okres Trutnov,Vítězná,14.74316211,13.89252949,15.625,66.37758506,69.20052425,63.45108696,18.87925284,16.90694626,20.92391304,42.51134089,42.00065531,43.04076087,128.0542986
Okres Trutnov,Vlčice,15.61403509,15.4109589,15.82733813,66.49122807,68.49315068,64.38848921,17.89473684,16.09589041,19.78417266,41.99122807,41.25,42.76978417,114.6067416
Okres Trutnov,Vlčkovice v Podkrkonoší,13.18681319,14.97326203,11.29943503,69.50549451,71.65775401,67.23163842,17.30769231,13.36898396,21.46892655,43.65384615,41.31818182,46.12146893,131.25
Okres Trutnov,Vrchlabí,15.34457115,16.12903226,14.63068182,60.31234507,63.38883108,57.51262626,24.34308379,20.48213666,27.85669192,44.91778218,43.16510579,46.51278409,158.6429725
Okres Trutnov,Zábřezí-Řečice,12.32876712,15.94202899,9.090909091,61.64383562,59.42028986,63.63636364,26.02739726,24.63768116,27.27272727,46.08219178,44.41304348,47.57792208,211.1111111
Okres Trutnov,Zdobín,10.88435374,10.95890411,10.81081081,67.34693878,68.49315068,66.21621622,21.76870748,20.54794521,22.97297297,43.91496599,42.74657534,45.06756757,200
Okres Trutnov,Zlatá Olešnice,13.88888889,11.86440678,16.32653061,66.66666667,68.6440678,64.28571429,19.44444444,19.49152542,19.3877551,42.14814815,41.68644068,42.70408163,140
Okres Trutnov,Žacléř,13.63932292,14.58469588,12.70252754,62.46744792,65.66383257,59.30006481,23.89322917,19.75147155,27.99740765,45.66796875,43.8969915,47.42287751,175.1789976
Okres Kolín,Barchovice,16.47509579,19.84732824,13.07692308,59.38697318,58.77862595,60,24.13793103,21.3740458,26.92307692,44.47701149,42.60687023,46.36153846,146.5116279
Okres Kolín,Bečváry,17.19626168,18.98238748,15.56350626,59.90654206,62.03522505,57.96064401,22.89719626,18.98238748,26.47584973,43.82897196,41.62133072,45.8470483,133.1521739
Okres Kolín,Bělušice,17.61006289,19.75308642,15.38461538,60.06289308,61.11111111,58.97435897,22.32704403,19.13580247,25.64102564,42.33647799,41.01234568,43.71153846,126.7857143
Okres Kolín,Břežany I,18.0952381,17.54385965,18.75,62.22222222,64.32748538,59.72222222,19.68253968,18.12865497,21.52777778,40.97936508,40.19005848,41.91666667,108.7719298
Okres Kolín,Břežany II,23.51029252,23.58078603,23.44086022,63.81365114,63.75545852,63.87096774,12.67605634,12.66375546,12.68817204,37.38949079,37.30567686,37.47204301,53.91705069
Okres Kolín,Býchory,22.15827338,23.44632768,20.82111437,60.43165468,61.86440678,58.94428152,17.41007194,14.68926554,20.23460411,40.12877698,38.51977401,41.79912023,78.57142857
Okres Kolín,Cerhenice,19.43866944,19.87447699,19.00826446,61.74636175,63.38912134,60.12396694,18.81496881,16.73640167,20.8677686,41.0997921,39.90794979,42.2768595,96.79144385
Okres Kolín,Církvice,15.50802139,15.38461538,15.625,57.21925134,61.53846154,53.125,27.27272727,23.07692308,31.25,46.3342246,44.4010989,48.16666667,175.862069
Okres Kolín,Černíky,22.94117647,26.13636364,19.51219512,59.41176471,61.36363636,57.31707317,17.64705882,12.5,23.17073171,37.40588235,34.90909091,40.08536585,76.92307692
Okres Kolín,Červené Pečky,17.55952381,17.22772277,17.89264414,62.5,63.86138614,61.1332008,19.94047619,18.91089109,20.97415507,42.02529762,41.87128713,42.17992048,113.559322
Okres Kolín,Český Brod,17.56377721,18.63149217,16.55405405,63.01589422,64.99038197,61.14864865,19.42032857,16.37812586,22.2972973,41.81641512,40.37331685,43.18113306,110.5703422
Okres Kolín,Dobřichov,15.42416452,15.28822055,15.56728232,62.72493573,66.16541353,59.10290237,21.85089974,18.54636591,25.3298153,43.32647815,41.80325815,44.93007916,141.6666667
Okres Kolín,Dolní Chvatliny,16.66666667,14.78599222,18.62348178,68.25396825,72.37354086,63.96761134,15.07936508,12.84046693,17.40890688,39.59126984,39.11089494,40.09109312,90.47619048
Okres Kolín,Dománovice,10.81081081,7.407407407,14.03508772,66.66666667,74.07407407,59.64912281,22.52252252,18.51851852,26.31578947,47.38288288,49,45.85087719,208.3333333
Okres Kolín,Doubravčice,26.15708275,27.64456982,24.68619247,64.58625526,64.03385049,65.13249651,9.256661992,8.32157969,10.18131102,35.07503506,34.54231312,35.60181311,35.38873995
Okres Kolín,Drahobudice,15.78947368,11.86440678,19.37984496,61.94331984,72.03389831,52.71317829,22.26720648,16.10169492,27.90697674,44.88461538,44.49152542,45.24418605,141.025641
Okres Kolín,Grunta,18.36734694,17.30769231,19.56521739,57.14285714,59.61538462,54.34782609,24.48979592,23.07692308,26.08695652,43.71428571,43.11538462,44.39130435,133.3333333
Okres Kolín,Horní Kruty,16.02434077,17.01244813,15.07936508,63.89452333,63.90041494,63.88888889,20.0811359,19.08713693,21.03174603,42.4979716,41.59958506,43.35714286,125.3164557
Okres Kolín,Hradešín,22.0890411,22.18430034,21.99312715,66.60958904,65.87030717,67.35395189,11.30136986,11.94539249,10.65292096,36.65239726,37.06313993,36.23883162,51.1627907
Okres Kolín,Choťovice,19.60784314,19.7080292,19.49152542,60,62.77372263,56.77966102,20.39215686,17.51824818,23.72881356,41.20588235,39.06934307,43.68644068,104
Okres Kolín,Chotutice,13.03462322,13.46938776,12.60162602,64.15478615,68.97959184,59.3495935,22.81059063,17.55102041,28.04878049,45.57331976,43.7122449,47.42682927,175
Okres Kolín,Chrášťany,17.53926702,19.32114883,15.7480315,68.06282723,68.4073107,67.71653543,14.39790576,12.27154047,16.53543307,40.36256545,39.19451697,41.53674541,82.08955224
Okres Kolín,Jestřabí Lhota,19.1011236,19.53125,18.70503597,67.0411985,66.796875,67.26618705,13.8576779,13.671875,14.02877698,39.16479401,38.66015625,39.6294964,72.54901961
Okres Kolín,Kbel,14.81481481,11.76470588,17.54385965,61.57407407,67.64705882,56.14035088,23.61111111,20.58823529,26.31578947,44.56018519,44.17647059,44.90350877,159.375
Okres Kolín,Klášterní Skalice,15.26717557,12.12121212,18.46153846,61.83206107,66.66666667,56.92307692,22.90076336,21.21212121,24.61538462,42.98091603,44.13636364,41.80769231,150
Okres Kolín,Klučov,18.5483871,19.81981982,17.29055258,65.68100358,67.20720721,64.17112299,15.77060932,12.97297297,18.53832442,40.30645161,38.98828829,41.61051693,85.02415459
Okres Kolín,Kolín,15.70685325,16.31348191,15.12160733,64.12809473,67.4278407,60.94465985,20.16505203,16.25867738,23.93373282,42.64433082,40.63859457,44.57936788,128.3837807
Okres Kolín,Konárovice,17.65913758,17.48971193,17.82786885,63.34702259,64.81481481,61.8852459,18.99383984,17.69547325,20.28688525,41.90657084,41.79835391,42.01434426,107.5581395
Okres Kolín,Kořenice,17.12887439,19.19191919,15.18987342,58.72756933,57.91245791,59.49367089,24.14355628,22.8956229,25.3164557,43.85236542,43.31818182,44.35443038,140.952381
Okres Kolín,Kouřim,17.13709677,19.58333333,14.84375,60.23185484,61.97916667,58.59375,22.63104839,18.4375,26.5625,43.62903226,40.81041667,46.27148438,132.0588235
Okres Kolín,Krakovany,17.77301927,16.77419355,18.76332623,63.59743041,65.59139785,61.62046908,18.62955032,17.6344086,19.61620469,41.57708779,41.29139785,41.86034115,104.8192771
Okres Kolín,Krupá,13.02211302,12.69035533,13.33333333,64.86486486,68.02030457,61.9047619,22.11302211,19.2893401,24.76190476,44.28869779,42.8248731,45.66190476,169.8113208
Okres Kolín,Krychnov,10.28037383,11.53846154,9.090909091,67.28971963,63.46153846,70.90909091,22.42990654,25,20,45.25700935,45.55769231,44.97272727,218.1818182
Okres Kolín,Křečhoř,19.05594406,19.79522184,18.27956989,65.03496503,66.2116041,63.79928315,15.90909091,13.99317406,17.92114695,39.23601399,38.278157,40.24193548,83.48623853
Okres Kolín,Kšely,16.52173913,11.21495327,21.13821138,66.95652174,71.96261682,62.60162602,16.52173913,16.82242991,16.2601626,41.24347826,43.46261682,39.31300813,100
Okres Kolín,Libenice,14.10658307,12.72727273,15.58441558,64.57680251,66.66666667,62.33766234,21.31661442,20.60606061,22.07792208,43.39968652,43.19090909,43.62337662,151.1111111
Okres Kolín,Libodřice,10.65830721,12.35955056,8.510638298,67.71159875,69.1011236,65.95744681,21.63009404,18.53932584,25.53191489,44.55956113,42.23595506,47.4929078,202.9411765
Okres Kolín,Lipec,13.44086022,15.2173913,11.70212766,61.82795699,66.30434783,57.44680851,24.7311828,18.47826087,30.85106383,47.25806452,43.88043478,50.56382979,184
Okres Kolín,Lošany,14.89361702,14.11042945,15.6626506,62.3100304,66.87116564,57.8313253,22.79635258,19.01840491,26.5060241,42.53039514,40.88650307,44.14457831,153.0612245
Okres Kolín,Malotice,17.61517615,18.60465116,16.75126904,64.49864499,66.27906977,62.94416244,17.88617886,15.11627907,20.30456853,41.56775068,40.64534884,42.37309645,101.5384615
Okres Kolín,Masojedy,12.28070175,14.70588235,8.695652174,72.80701754,72.05882353,73.91304348,14.9122807,13.23529412,17.39130435,41.87719298,39.05882353,46.04347826,121.4285714
Okres Kolín,Mrzky,11.83431953,11.49425287,12.19512195,65.68047337,67.81609195,63.41463415,22.4852071,20.68965517,24.3902439,45.12721893,44.48850575,45.80487805,190
Okres Kolín,Nebovidy,17.65463918,18.04123711,17.26804124,64.04639175,65.20618557,62.88659794,18.29896907,16.75257732,19.84536082,40.80670103,39.81443299,41.79896907,103.649635
Okres Kolín,Němčice,17.79448622,16.83673469,18.71921182,65.16290727,68.87755102,61.57635468,17.04260652,14.28571429,19.7044335,39.61278195,38.53061224,40.65763547,95.77464789
Okres Kolín,Nová Ves I,15.79330422,16.66666667,14.89675516,66.37554585,69.82758621,62.83185841,17.83114993,13.50574713,22.27138643,41.73944687,40.08045977,43.44247788,112.9032258
Okres Kolín,Ohaře,16,16.47058824,15.48387097,62.46153846,64.11764706,60.64516129,21.53846154,19.41176471,23.87096774,42.21692308,41.15294118,43.38387097,134.6153846
Okres Kolín,Ovčáry,16.70353982,15.835141,17.60722348,64.49115044,67.89587852,60.94808126,18.80530973,16.26898048,21.44469526,42.45243363,42.03362256,42.88826185,112.5827815
Okres Kolín,Pašinka,12.68011527,14.36464088,10.84337349,61.09510086,62.98342541,59.03614458,26.22478386,22.6519337,30.12048193,46.32708934,43.93646409,48.93373494,206.8181818
Okres Kolín,Pečky,17.27533853,19.5253955,15.08899676,60.81247435,62.73938385,58.94012945,21.91218712,17.73522065,25.97087379,43.02564629,40.72939217,45.25687702,126.8408551
Okres Kolín,Plaňany,17.46276323,18.80081301,16.09553479,64.09861325,65.24390244,62.92834891,18.43862352,15.95528455,20.9761163,41.04904982,39.51829268,42.61318795,105.5882353
